Date,Size,Factory,Location,X,Y
2022-08-19,45',A3,LC41,1264,1608
2022-08-19,45',A2,LC55,172,163
2022-08-19,45',A2,LC41,889,1540
2022-08-19,55',A3,LC45,531,1677
2022-08-19,55',A4,LC45,276,809
2022-08-19,35',A4,LC45,1140,496
2022-08-19,55',A4,LC45,381,1552
2022-08-19,35',A3,LC55,257,37
2022-08-19,75',A3,LC45,56,1454
2022-08-19,45',A4,LC51,77,1568
2022-08-19,55',A4,LC41,661,146
2022-08-19,45',A3,LC45,390,135
2022-08-19,55',A2,LC45,58,79
2022-08-19,35',A4,LC45,642,150
2022-08-19,45',A1,LC41,1411,1573
2022-08-19,55',A1,LC31,1874,623
2022-08-19,55',A1,LC35,1353,619
2022-08-19,75',A1,LC45,1146,893
2022-08-19,55',A2,LC35,206,272
2022-08-19,55',A4,LC55,772,1085
2022-08-19,55',A4,LC51,1138,1426
2022-08-19,55',A2,LC45,125,165
2022-08-19,45',A2,LC51,364,1252
2022-08-19,55',A2,LC45,560,1674
2022-08-19,35',A2,LC35,477,1585
2022-08-19,45',A4,LC45,385,514
2022-08-19,35',A2,LC55,122,253
2022-08-19,45',A4,LC51,205,318
2022-08-19,35',A2,LC51,1589,1033
2022-08-19,45',A4,LC45,112,76
2022-08-19,45',A4,LC45,268,690
2022-08-19,75',A2,LC31,672,1412
2022-08-19,55',A4,LC45,1281,828
2022-08-19,35',A3,LC45,386,899
2022-08-19,55',A2,LC45,36,293
2022-08-19,55',A4,LC41,501,1039
2022-08-19,55',A4,LC55,154,603
2022-08-19,45',A4,LC31,1152,21
2022-08-19,45',A1,LC51,311,1093
2022-08-19,45',A4,LC45,104,31
2022-08-19,45',A1,LC41,5,1345
2022-08-19,45',A3,LC35,122,9
2022-08-19,35',A2,LC41,1921,1534
2022-08-19,45',A4,LC31,575,1598
2022-08-19,55',A2,LC41,1058,1399
2022-08-19,75',A1,LC51,602,1668
2022-08-19,45',A4,LC31,1799,1379
2022-08-19,45',A2,LC31,1694,654
2022-08-19,35',A2,LC45,922,307
2022-08-19,55',A3,LC55,482,635
2022-08-19,45',A2,LC41,535,1497
2022-08-19,35',A4,LC31,602,1103
2022-08-19,45',A4,LC41,1277,273
2022-08-19,45',A1,LC55,592,1150
2022-08-19,45',A2,LC51,459,376
2022-08-19,55',A4,LC51,862,658
2022-08-19,45',A1,LC45,177,1614
2022-08-19,75',A2,LC41,1339,104
2022-08-19,45',A4,LC51,195,1509
2022-08-19,35',A3,LC31,493,1169
2022-08-19,35',A4,LC35,607,731
2022-08-19,45',A2,LC55,32,1027
2022-08-19,55',A2,LC51,1125,1092
2022-08-19,55',A4,LC51,1410,963
2022-08-19,35',A2,LC45,1225,1497
2022-08-19,55',A3,LC51,252,594
2022-08-19,55',A1,LC31,621,625
2022-08-19,45',A4,LC45,560,621
2022-08-19,35',A2,LC55,1012,290
2022-08-19,75',A2,LC51,662,177
2022-08-19,35',A1,LC51,298,1480
2022-08-19,55',A2,LC51,171,1561
2022-08-19,55',A4,LC41,446,1416
2022-08-19,55',A2,LC51,1057,1411
2022-08-19,55',A1,LC45,447,308
2022-08-19,55',A4,LC41,1373,1187
2022-08-19,45',A4,LC31,1655,1252
2022-08-19,45',A4,LC55,137,1127
2022-08-19,45',A4,LC45,1357,790
2022-08-19,35',A4,LC51,1481,129
2022-08-19,55',A2,LC51,1892,837
2022-08-19,45',A4,LC51,706,433
2022-08-19,35',A4,LC41,1752,521
2022-08-19,55',A4,LC45,418,1262
2022-08-19,35',A4,LC45,120,5
2022-08-19,45',A2,LC45,106,216
2022-08-19,75',A2,LC45,217,1275
2022-08-19,35',A4,LC41,449,477
2022-08-19,55',A1,LC41,671,954
2022-08-19,55',A2,LC45,539,1566
2022-08-19,55',A3,LC45,64,910
2022-08-19,45',A3,LC41,363,1385
2022-08-19,55',A2,LC45,182,312
2022-08-19,35',A2,LC31,1611,1538
2022-08-19,55',A3,LC55,345,129
2022-08-19,45',A4,LC45,795,1448
2022-08-19,55',A4,LC41,1084,2
2022-08-19,45',A2,LC31,1083,610
2022-08-19,45',A4,LC45,25,442
2022-08-19,45',A4,LC51,879,106
2022-08-19,45',A4,LC51,1932,224
2022-08-19,35',A4,LC51,877,544
2022-08-19,45',A4,LC55,588,964
2022-08-19,45',A4,LC35,39,189
2022-08-19,45',A2,LC45,647,510
2022-08-19,35',A3,LC31,1936,431
2022-08-19,55',A2,LC51,1966,1338
2022-08-19,55',A3,LC31,1242,545
2022-08-19,55',A4,LC45,143,1083
2022-08-19,45',A4,LC41,975,220
2022-08-19,45',A1,LC31,1888,1067
2022-08-19,35',A4,LC45,452,315
2022-08-19,45',A4,LC41,971,768
2022-08-19,35',A4,LC41,1751,746
2022-08-19,45',A2,LC31,78,897
2022-08-19,45',A4,LC35,633,444
2022-08-19,55',A2,LC45,525,1039
2022-08-19,35',A4,LC51,70,1279
2022-08-19,55',A2,LC55,170,551
2022-08-19,55',A2,LC41,715,237
2022-08-19,35',A4,LC51,1671,518
2022-08-19,45',A3,LC51,1072,1241
2022-08-19,75',A1,LC55,487,599
2022-08-19,45',A4,LC51,1450,1596
2022-08-19,35',A4,LC31,786,608
2022-08-19,55',A1,LC45,20,965
2022-08-19,35',A4,LC45,360,454
2022-08-19,55',A1,LC51,1547,633
2022-08-19,45',A2,LC51,896,1555
2022-08-19,45',A2,LC51,812,1430
2022-08-19,45',A3,LC35,523,813
2022-08-19,75',A1,LC45,646,376
2022-08-19,45',A4,LC35,405,781
2022-08-19,45',A4,LC55,737,122
2022-08-19,35',A2,LC41,506,1493
2022-08-19,45',A2,LC55,30,982
2022-08-19,45',A4,LC45,281,1077
2022-08-19,55',A3,LC45,363,496
2022-08-19,35',A1,LC35,911,344
2022-08-19,45',A4,LC55,378,705
2022-08-19,45',A3,LC41,1713,398
2022-08-19,35',A2,LC45,254,1233
2022-08-19,45',A2,LC45,381,1577
2022-08-19,35',A4,LC55,227,1052
2022-08-19,55',A4,LC41,725,404
2022-08-19,75',A2,LC51,494,470
2022-08-19,45',A2,LC31,1584,96
2022-08-19,45',A3,LC45,457,1320
2022-08-19,55',A4,LC45,57,1641
2022-08-19,45',A4,LC41,267,1637
2022-08-19,45',A2,LC35,76,679
2022-08-19,45',A4,LC41,1871,1259
2022-08-19,55',A2,LC45,151,1398
2022-08-19,75',A4,LC51,1765,414
2022-08-19,45',A2,LC45,918,1680
2022-08-19,45',A3,LC41,1472,1303
2022-08-19,45',A4,LC45,2,424
2022-08-19,55',A4,LC55,376,1068
2022-08-19,55',A3,LC55,242,976
2022-08-19,35',A2,LC55,869,1064
2022-08-19,55',A2,LC55,149,659
2022-08-19,55',A2,LC45,143,1206
2022-08-19,45',A1,LC45,24,1084
2022-08-19,35',A1,LC31,882,134
2022-08-19,35',A4,LC45,11,350
2022-08-19,75',A2,LC41,1345,383
2022-08-19,55',A4,LC31,1753,1361
2022-08-19,55',A3,LC41,439,1072
2022-08-19,45',A4,LC45,63,466
2022-08-19,45',A1,LC35,210,1613
2022-08-19,45',A2,LC45,271,1406
2022-08-19,45',A2,LC41,1701,1678
2022-08-19,55',A3,LC45,201,1306
2022-08-19,45',A3,LC51,246,531
2022-08-19,45',A3,LC31,903,1326
2022-08-19,45',A4,LC45,168,537
2022-08-19,75',A3,LC45,19,1281
2022-08-19,55',A4,LC41,1432,234
2022-08-19,35',A2,LC45,442,1515
2022-08-19,45',A3,LC45,401,584
2022-08-19,45',A1,LC41,722,862
2022-08-19,75',A4,LC41,1758,1644
2022-08-19,45',A3,LC45,135,1573
2022-08-19,45',A1,LC41,91,1385
2022-08-19,45',A3,LC55,299,1314
2022-08-19,55',A1,LC41,568,753
2022-08-19,35',A3,LC31,1380,1416
2022-08-19,55',A3,LC45,247,831
2022-08-19,55',A2,LC31,1921,798
2022-08-19,55',A1,LC51,316,153
2022-08-19,45',A4,LC41,561,71
2022-08-19,45',A2,LC41,1373,567
2022-08-19,45',A2,LC35,189,1665
2022-08-19,35',A2,LC35,618,1256
2022-08-19,45',A4,LC51,1588,1375
2022-08-19,35',A1,LC41,932,828
2022-08-19,55',A3,LC35,1254,615
2022-08-19,55',A2,LC41,598,343
2022-08-19,45',A2,LC55,171,1429
2022-08-19,75',A3,LC45,877,1089
2022-08-19,45',A4,LC35,1366,1286
2022-08-19,55',A4,LC55,498,1345
2022-08-19,45',A2,LC41,1673,1229
2022-08-19,45',A4,LC31,1173,1665
2022-08-19,55',A2,LC55,621,988
2022-08-19,75',A2,LC31,863,1202
2022-08-19,55',A4,LC41,546,1606
2022-08-19,35',A2,LC35,328,1555
2022-08-19,55',A2,LC41,1827,242
2022-08-19,55',A2,LC35,280,1620
2022-08-19,35',A1,LC35,0,703
2022-08-19,45',A3,LC35,225,1552
2022-08-19,75',A1,LC51,1141,1172
2022-08-19,35',A3,LC41,137,1087
2022-08-19,75',A4,LC55,1324,119
2022-08-19,35',A4,LC55,300,976
2022-08-19,75',A4,LC51,1260,1100
2022-08-19,35',A3,LC31,1543,647
2022-08-19,55',A2,LC31,29,633
2022-08-19,35',A3,LC51,1263,295
2022-08-19,45',A3,LC45,120,1302
2022-08-19,55',A2,LC55,145,721
2022-08-19,55',A3,LC51,1334,1634
2022-08-19,45',A4,LC41,615,1194
2022-08-19,75',A1,LC51,878,35
2022-08-19,55',A4,LC45,427,1456
2022-08-19,55',A4,LC51,1624,1543
2022-08-19,35',A4,LC45,63,189
2022-08-19,75',A4,LC45,225,381
2022-08-19,35',A2,LC45,945,1026
2022-08-19,55',A3,LC41,226,510
2022-08-19,45',A3,LC51,1214,79
2022-08-19,55',A1,LC45,359,921
2022-08-19,45',A3,LC31,1173,1600
2022-08-19,55',A3,LC31,1586,329
2022-08-19,45',A4,LC31,997,352
2022-08-19,55',A2,LC51,33,1002
2022-08-19,55',A3,LC51,1141,229
2022-08-19,55',A4,LC51,582,404
2022-08-19,45',A4,LC45,183,1418
2022-08-19,45',A3,LC55,277,70
2022-08-19,35',A4,LC45,57,1103
2022-08-19,45',A2,LC51,1924,632
2022-08-19,45',A3,LC45,129,1483
2022-08-19,45',A3,LC55,787,1299
2022-08-19,45',A3,LC45,639,588
2022-08-19,35',A4,LC41,1066,825
2022-08-19,55',A4,LC31,963,772
2022-08-19,45',A3,LC45,113,178
2022-08-19,35',A2,LC41,1421,975
2022-08-19,45',A2,LC31,1320,574
2022-08-19,45',A2,LC31,1599,403
2022-08-19,45',A4,LC45,427,479
2022-08-19,45',A2,LC41,598,1610
2022-08-19,45',A2,LC51,853,1235
2022-08-19,35',A3,LC41,1020,26
2022-08-19,55',A2,LC31,365,1288
2022-08-19,55',A3,LC31,552,1579
2022-08-19,35',A4,LC45,692,524
2022-08-19,55',A2,LC55,1091,1445
2022-08-19,55',A4,LC51,1236,1501
2022-08-19,45',A4,LC45,110,1500
2022-08-19,45',A4,LC51,1236,1500
2022-08-19,35',A4,LC45,799,1501
2022-08-19,45',A2,LC55,374,599
2022-08-19,45',A3,LC41,911,399
2022-08-19,55',A4,LC45,1078,1500
2022-08-19,45',A3,LC55,342,398
2022-08-19,75',A2,LC45,146,600
2022-08-19,35',A2,LC55,505,601
2022-08-19,45',A1,LC41,304,1099
2022-08-19,75',A2,LC51,619,600
2022-08-19,45',A1,LC45,107,1102
2022-08-19,55',A4,LC31,1213,1499
2022-08-19,55',A3,LC35,791,401
2022-08-19,45',A4,LC55,858,1499
2022-08-19,55',A1,LC45,39,1102
2022-08-19,45',A2,LC41,604,599
2022-08-19,75',A4,LC41,1209,1500
2022-08-19,45',A4,LC45,110,1500
2022-08-19,35',A4,LC41,1213,1499
2022-08-19,55',A1,LC31,304,1100
2022-08-19,55',A3,LC51,928,398
2022-08-19,35',A4,LC55,221,1500
2022-08-19,55',A3,LC41,909,399
2022-08-19,35',A2,LC41,604,598
2022-08-19,55',A4,LC41,1210,1500
2022-08-19,45',A4,LC41,1213,1499
2022-08-19,75',A1,LC41,302,1100
2022-08-19,75',A3,LC45,83,399
2022-08-19,35',A4,LC51,1239,1499
2022-08-19,55',A2,LC41,604,599
2022-08-19,45',A4,LC55,93,1500
2022-08-19,45',A2,LC51,613,599
2022-08-19,45',A1,LC45,44,1103
2022-08-19,75',A4,LC31,1215,1501
2022-08-19,35',A2,LC45,474,603
2022-08-19,45',A4,LC51,1236,1499
2022-08-19,55',A4,LC41,1217,1500
2022-08-19,35',A4,LC41,1213,1500
2022-08-19,55',A3,LC31,910,399
2022-08-19,75',A3,LC45,760,402
2022-08-19,55',A2,LC41,605,599
2022-08-19,75',A1,LC51,308,1099
2022-08-19,45',A4,LC45,1108,1499
2022-08-19,35',A4,LC41,1208,1500
2022-08-19,35',A3,LC45,540,400
2022-08-19,45',A2,LC55,431,603
2022-08-19,55',A2,LC41,607,598
2022-08-19,55',A2,LC45,303,599
2022-08-19,45',A3,LC55,604,402
2022-08-19,75',A4,LC51,1236,1501
2022-08-19,45',A1,LC41,305,1100
2022-08-19,45',A2,LC45,208,602
2022-08-19,55',A2,LC51,617,602
2022-08-19,55',A2,LC45,193,599
2022-08-19,75',A3,LC51,928,401
2022-08-19,45',A4,LC41,1215,1500
2022-08-19,45',A3,LC31,906,400
2022-08-19,75',A4,LC35,1064,1499
2022-08-19,75',A2,LC41,607,599
2022-08-19,45',A4,LC51,1233,1500
2022-08-19,75',A4,LC51,1235,1499
2022-08-19,55',A3,LC45,435,402
2022-08-19,35',A2,LC45,83,598
2022-08-19,45',A4,LC45,678,1500
2022-08-19,55',A3,LC45,82,397
2022-08-19,55',A4,LC51,1235,1501
2022-08-19,45',A3,LC51,927,401
2022-08-19,45',A4,LC51,1236,1499
2022-08-19,55',A4,LC41,1211,1498
2022-08-19,35',A3,LC41,911,398
2022-08-19,75',A2,LC45,320,600
2022-08-19,45',A4,LC51,1237,1502
2022-08-19,45',A4,LC35,1004,1499
2022-08-19,35',A4,LC31,1211,1500
2022-08-19,55',A4,LC35,885,1499
2022-08-19,55',A3,LC55,528,402
2022-08-19,45',A2,LC41,608,602
2022-08-19,45',A3,LC45,236,400
2022-08-19,55',A2,LC51,617,603
2022-08-19,75',A4,LC45,796,1499
2022-08-19,45',A2,LC41,604,602
2022-08-19,45',A3,LC51,925,401
2022-08-19,55',A3,LC51,926,400
2022-08-19,35',A3,LC45,321,400
2022-08-19,55',A2,LC45,335,601
2022-08-19,55',A3,LC55,693,396
2022-08-19,45',A4,LC41,1211,1500
2022-08-19,55',A2,LC45,205,601
2022-08-19,45',A2,LC45,333,604
2022-08-19,55',A4,LC41,1212,1499
2022-08-19,35',A4,LC31,1212,1502
2022-08-19,35',A4,LC41,1214,1503
2022-08-19,45',A2,LC45,65,599
2022-08-19,55',A2,LC41,607,600
2022-08-19,35',A1,LC35,215,1101
2022-08-19,55',A2,LC41,604,599
2022-08-19,35',A2,LC35,397,599
2022-08-19,35',A4,LC41,1210,1499
2022-08-19,55',A2,LC45,2,600
2022-08-19,35',A4,LC51,1234,1499
2022-08-19,55',A3,LC45,170,397
2022-08-19,45',A4,LC41,1212,1500
2022-08-19,35',A4,LC41,1207,1500
2022-08-19,35',A2,LC51,618,603
2022-08-19,55',A4,LC35,769,1499
2022-08-19,55',A4,LC45,925,1502
2022-08-19,55',A1,LC41,304,1097
2022-08-19,55',A4,LC35,675,1499
2022-08-19,35',A4,LC35,149,1500
2022-08-19,45',A1,LC45,43,1099
2022-08-19,55',A4,LC31,1213,1500
2022-08-19,45',A2,LC31,604,602
2022-08-19,35',A2,LC45,569,601
2022-08-19,55',A4,LC41,1215,1500
2022-08-19,55',A1,LC55,131,1100
2022-08-19,55',A4,LC41,1213,1499
2022-08-19,45',A2,LC51,616,600
2022-08-19,55',A2,LC51,617,602
2022-08-19,45',A4,LC41,1213,1500
2022-08-19,75',A2,LC31,604,598
2022-08-19,45',A4,LC51,1236,1499
2022-08-19,45',A4,LC45,51,1500
2022-08-19,55',A4,LC45,266,1499
2022-08-19,35',A4,LC35,292,1500
2022-08-19,45',A4,LC45,296,1499
2022-08-19,75',A3,LC45,108,399
2022-08-19,45',A2,LC41,607,601
2022-08-19,55',A3,LC41,909,400
2022-08-19,45',A3,LC35,557,399
2022-08-19,35',A2,LC41,607,599
2022-08-19,45',A4,LC45,652,1499
2022-08-19,55',A1,LC41,301,1102
2022-08-19,35',A4,LC45,759,1500
2022-08-19,45',A2,LC51,619,600
2022-08-19,55',A1,LC45,49,1102
2022-08-19,45',A3,LC35,508,400
2022-08-19,45',A2,LC41,608,602
2022-08-19,55',A3,LC51,929,403
2022-08-19,45',A3,LC45,554,400
2022-08-19,55',A2,LC51,613,602
2022-08-19,55',A4,LC45,926,1500
2022-08-19,35',A4,LC51,1232,1499
2022-08-19,45',A4,LC45,838,1500
2022-08-19,45',A2,LC51,619,600
2022-08-19,55',A4,LC35,415,1499
2022-08-19,45',A4,LC51,1237,1500
2022-08-19,55',A3,LC35,160,399
2022-08-19,55',A3,LC31,908,400
2022-08-19,45',A4,LC41,1211,1500
2022-08-19,55',A4,LC35,1156,1500
2022-08-19,75',A4,LC45,457,1501
2022-08-19,55',A3,LC45,576,400
2022-08-19,45',A4,LC45,397,1501
2022-08-20,45',A3,LC51,843,727
2022-08-20,35',A3,LC45,1216,1392
2022-08-20,35',A2,LC41,1821,34
2022-08-20,35',A3,LC51,71,871
2022-08-20,35',A1,LC51,1731,999
2022-08-20,55',A4,LC55,85,1311
2022-08-20,45',A2,LC45,1205,1267
2022-08-20,35',A2,LC55,97,469
2022-08-20,55',A2,LC51,979,630
2022-08-20,55',A1,LC51,127,281
2022-08-20,35',A2,LC45,1591,423
2022-08-20,45',A4,LC45,1013,600
2022-08-20,55',A1,LC55,75,591
2022-08-20,35',A1,LC41,1541,1236
2022-08-20,75',A4,LC41,1500,1438
2022-08-20,45',A4,LC55,67,787
2022-08-20,35',A2,LC51,370,421
2022-08-20,45',A3,LC35,371,31
2022-08-20,45',A2,LC55,766,342
2022-08-20,35',A2,LC45,652,1432
2022-08-20,45',A1,LC55,753,1102
2022-08-20,55',A4,LC51,76,82
2022-08-20,75',A1,LC45,19,527
2022-08-20,55',A2,LC51,891,1180
2022-08-20,45',A4,LC35,740,654
2022-08-20,55',A4,LC45,162,946
2022-08-20,35',A4,LC35,139,133
2022-08-20,55',A2,LC45,1402,544
2022-08-20,45',A4,LC45,40,811
2022-08-20,45',A4,LC45,100,1158
2022-08-20,55',A2,LC55,283,1143
2022-08-20,45',A4,LC45,0,893
2022-08-20,35',A2,LC55,405,812
2022-08-20,75',A4,LC55,15,1328
2022-08-20,45',A4,LC45,299,315
2022-08-20,75',A3,LC41,698,1625
2022-08-20,45',A1,LC55,96,770
2022-08-20,55',A4,LC45,211,1416
2022-08-20,75',A1,LC41,1655,796
2022-08-20,45',A4,LC45,32,284
2022-08-20,75',A2,LC51,1205,882
2022-08-20,35',A2,LC45,768,1325
2022-08-20,35',A3,LC45,404,1530
2022-08-20,75',A4,LC35,187,348
2022-08-20,55',A2,LC45,217,597
2022-08-20,55',A4,LC41,1055,34
2022-08-20,35',A4,LC45,439,488
2022-08-20,55',A3,LC31,1425,1592
2022-08-20,55',A2,LC45,514,555
2022-08-20,55',A2,LC51,1604,492
2022-08-20,35',A1,LC35,79,264
2022-08-20,55',A3,LC35,137,1150
2022-08-20,55',A1,LC35,253,529
2022-08-20,55',A4,LC51,754,1316
2022-08-20,55',A4,LC45,875,860
2022-08-20,35',A1,LC55,212,87
2022-08-20,55',A3,LC41,597,1149
2022-08-20,45',A3,LC45,133,34
2022-08-20,55',A3,LC45,281,1610
2022-08-20,35',A4,LC31,1743,1308
2022-08-20,35',A2,LC45,116,1394
2022-08-20,45',A3,LC45,917,63
2022-08-20,35',A4,LC55,239,414
2022-08-20,45',A2,LC41,837,1115
2022-08-20,45',A4,LC35,1126,332
2022-08-20,55',A1,LC31,1567,906
2022-08-20,45',A2,LC51,1090,937
2022-08-20,55',A1,LC31,97,459
2022-08-20,55',A3,LC45,1254,1174
2022-08-20,55',A3,LC41,1649,1102
2022-08-20,55',A1,LC45,425,36
2022-08-20,75',A3,LC45,482,1292
2022-08-20,55',A4,LC51,912,1674
2022-08-20,75',A4,LC51,1646,1063
2022-08-20,35',A2,LC41,1898,1078
2022-08-20,45',A3,LC45,1251,1172
2022-08-20,35',A2,LC51,268,1234
2022-08-20,55',A2,LC41,140,107
2022-08-20,75',A4,LC41,415,939
2022-08-20,45',A3,LC55,91,698
2022-08-20,35',A3,LC55,577,740
2022-08-20,55',A2,LC45,135,571
2022-08-20,55',A3,LC45,112,558
2022-08-20,55',A4,LC45,856,1299
2022-08-20,55',A1,LC51,1964,1478
2022-08-20,45',A4,LC31,298,454
2022-08-20,35',A4,LC55,39,1011
2022-08-20,45',A2,LC51,959,1191
2022-08-20,55',A2,LC45,54,1260
2022-08-20,45',A2,LC31,331,1381
2022-08-20,35',A1,LC45,534,756
2022-08-20,75',A2,LC41,1324,1365
2022-08-20,45',A4,LC51,66,910
2022-08-20,35',A2,LC35,202,518
2022-08-20,35',A2,LC41,1738,324
2022-08-20,75',A1,LC55,1174,1648
2022-08-20,75',A2,LC35,1339,1186
2022-08-20,45',A2,LC51,531,602
2022-08-20,45',A2,LC41,980,978
2022-08-20,55',A4,LC51,1911,1644
2022-08-20,55',A3,LC41,1802,1319
2022-08-20,35',A4,LC45,405,855
2022-08-20,45',A2,LC45,1187,1140
2022-08-20,45',A2,LC31,144,333
2022-08-20,75',A4,LC35,382,811
2022-08-20,45',A1,LC51,732,111
2022-08-20,45',A3,LC35,831,896
2022-08-20,45',A3,LC41,1322,513
2022-08-20,55',A2,LC35,209,1356
2022-08-20,55',A4,LC41,589,558
2022-08-20,35',A2,LC35,737,828
2022-08-20,45',A2,LC45,1406,366
2022-08-20,55',A1,LC45,87,833
2022-08-20,55',A4,LC31,553,197
2022-08-20,75',A4,LC51,924,563
2022-08-20,55',A4,LC41,1158,8
2022-08-20,75',A3,LC45,24,809
2022-08-20,45',A3,LC45,90,1425
2022-08-20,45',A4,LC51,278,305
2022-08-20,45',A2,LC45,626,1665
2022-08-20,55',A4,LC45,40,421
2022-08-20,35',A2,LC45,205,164
2022-08-20,75',A1,LC31,1231,603
2022-08-20,45',A2,LC51,195,425
2022-08-20,55',A2,LC51,121,435
2022-08-20,45',A4,LC51,1480,39
2022-08-20,45',A2,LC55,500,620
2022-08-20,35',A2,LC51,776,27
2022-08-20,45',A3,LC45,391,1457
2022-08-20,45',A3,LC35,403,50
2022-08-20,35',A4,LC35,7,704
2022-08-20,35',A2,LC35,120,1452
2022-08-20,45',A3,LC41,992,321
2022-08-20,35',A2,LC45,1,1236
2022-08-20,45',A3,LC41,1850,601
2022-08-20,55',A2,LC31,129,979
2022-08-20,35',A1,LC45,485,418
2022-08-20,55',A4,LC41,1457,1535
2022-08-20,55',A4,LC45,380,1054
2022-08-20,55',A2,LC41,1775,1081
2022-08-20,75',A3,LC41,1039,1413
2022-08-20,55',A4,LC45,491,1267
2022-08-20,55',A4,LC41,699,946
2022-08-20,45',A2,LC41,1322,1261
2022-08-20,45',A3,LC45,92,1152
2022-08-20,55',A2,LC45,297,1657
2022-08-20,75',A2,LC35,126,257
2022-08-20,45',A2,LC51,35,1406
2022-08-20,55',A1,LC45,55,302
2022-08-20,75',A4,LC31,1521,519
2022-08-20,35',A4,LC41,1447,851
2022-08-20,45',A4,LC45,760,182
2022-08-20,45',A3,LC35,294,83
2022-08-20,45',A2,LC51,630,332
2022-08-20,35',A4,LC41,686,1102
2022-08-20,35',A4,LC51,686,387
2022-08-20,55',A3,LC41,321,1115
2022-08-20,45',A2,LC31,96,438
2022-08-20,45',A4,LC41,1593,406
2022-08-20,55',A3,LC55,221,1206
2022-08-20,45',A4,LC45,249,532
2022-08-20,55',A4,LC45,50,528
2022-08-20,45',A3,LC45,12,1111
2022-08-20,45',A3,LC31,955,935
2022-08-20,45',A1,LC45,337,1077
2022-08-20,75',A4,LC51,1307,1267
2022-08-20,55',A4,LC35,513,362
2022-08-20,55',A3,LC45,151,1288
2022-08-20,55',A2,LC41,279,686
2022-08-20,55',A3,LC31,439,1129
2022-08-20,35',A2,LC35,296,1044
2022-08-20,35',A4,LC41,1272,9
2022-08-20,45',A1,LC45,1557,775
2022-08-20,35',A1,LC51,1370,167
2022-08-20,45',A4,LC45,554,151
2022-08-20,55',A3,LC45,172,407
2022-08-20,35',A2,LC51,331,483
2022-08-20,55',A4,LC45,230,782
2022-08-20,55',A2,LC41,136,1002
2022-08-20,45',A3,LC45,84,1012
2022-08-20,75',A3,LC41,1806,194
2022-08-20,75',A4,LC35,1024,575
2022-08-20,55',A4,LC41,519,141
2022-08-20,75',A2,LC31,447,870
2022-08-20,45',A2,LC31,1727,870
2022-08-20,45',A1,LC51,1262,80
2022-08-20,55',A2,LC41,1279,850
2022-08-20,75',A3,LC51,1552,432
2022-08-20,45',A2,LC35,769,446
2022-08-20,55',A4,LC45,701,780
2022-08-20,35',A4,LC41,535,294
2022-08-20,45',A2,LC41,977,367
2022-08-20,45',A2,LC31,1504,165
2022-08-20,45',A1,LC55,94,450
2022-08-20,45',A4,LC51,1107,1481
2022-08-20,75',A3,LC45,214,382
2022-08-20,45',A3,LC31,1058,290
2022-08-20,45',A4,LC45,385,1137
2022-08-20,45',A1,LC31,1135,237
2022-08-20,45',A3,LC45,464,588
2022-08-20,45',A2,LC45,423,358
2022-08-20,55',A4,LC35,44,1574
2022-08-20,45',A2,LC41,838,840
2022-08-20,35',A2,LC45,74,223
2022-08-20,75',A2,LC51,1972,519
2022-08-20,35',A3,LC41,814,1598
2022-08-20,35',A1,LC41,238,84
2022-08-20,55',A4,LC51,312,1276
2022-08-20,55',A1,LC55,95,1317
2022-08-20,45',A3,LC31,747,1672
2022-08-20,55',A3,LC35,1510,731
2022-08-20,45',A1,LC41,671,693
2022-08-20,45',A3,LC41,623,251
2022-08-20,55',A4,LC41,1298,798
2022-08-20,45',A2,LC41,1354,674
2022-08-20,45',A1,LC31,1690,647
2022-08-20,45',A2,LC51,663,1019
2022-08-20,45',A2,LC35,765,1292
2022-08-20,45',A2,LC51,38,249
2022-08-20,55',A2,LC45,1129,607
2022-08-20,55',A4,LC55,6,393
2022-08-20,45',A2,LC45,986,799
2022-08-20,45',A4,LC45,317,130
2022-08-20,45',A4,LC51,1127,911
2022-08-20,45',A4,LC35,459,678
2022-08-20,45',A4,LC45,498,1185
2022-08-20,55',A3,LC45,344,967
2022-08-20,35',A1,LC51,252,828
2022-08-20,55',A3,LC45,296,689
2022-08-20,55',A4,LC41,172,1353
2022-08-20,55',A4,LC51,296,1615
2022-08-20,55',A4,LC51,1199,441
2022-08-20,35',A4,LC45,522,1096
2022-08-20,55',A4,LC35,1009,1490
2022-08-20,75',A4,LC45,575,907
2022-08-20,35',A2,LC45,70,203
2022-08-20,35',A1,LC45,385,347
2022-08-20,35',A4,LC51,100,1449
2022-08-20,55',A4,LC41,1379,660
2022-08-20,75',A2,LC51,678,1003
2022-08-20,55',A4,LC51,947,303
2022-08-20,35',A2,LC31,872,1317
2022-08-20,45',A2,LC55,147,1540
2022-08-20,45',A4,LC41,319,1631
2022-08-20,35',A2,LC45,107,1615
2022-08-20,55',A2,LC41,1512,1339
2022-08-20,35',A2,LC45,13,1401
2022-08-20,55',A4,LC45,518,1336
2022-08-20,55',A2,LC45,684,714
2022-08-20,45',A3,LC51,686,8
2022-08-20,75',A4,LC45,356,244
2022-08-20,45',A2,LC41,1320,204
2022-08-20,35',A3,LC55,1461,324
2022-08-20,35',A4,LC51,1730,1211
2022-08-20,55',A4,LC55,1031,1362
2022-08-20,45',A1,LC51,1068,1363
2022-08-20,45',A4,LC45,347,429
2022-08-20,35',A4,LC51,576,602
2022-08-20,35',A4,LC45,115,1610
