Created Date,Fault Name,Fault Type,Is Fault?,Part Name,Tootlip Text,Vehicle ID
2020-03-25,Elevation,Surface,0,Rear Light,0,WBAEN33492P823427
2020-04-02,Elevation,Surface,0,Rear Light,0,4T1BF3EK6BU799115
2020-04-07,Elevation,Surface,0,Rear Light,0,3D7TP2CT5BG530950
2020-04-09,Elevation,Surface,0,Rear Light,0,KMHTC6ADXEU445317
2020-03-27,Elevation,Surface,0,Rear Lower Body Part,0,WBAGL63444D710179
2020-03-28,Elevation,Surface,0,Rear Lower Body Part,0,1GYFC53219R471962
2020-04-18,Elevation,Surface,0,Rear Lower Body Part,0,JM1CR2W35A0639041
2020-04-20,Elevation,Surface,0,Rear Lower Body Part,0,5XYZT3LB5FG645906
2020-03-21,Elevation,Surface,0,Rear Upper Body Part,0,1GYS4PKJ7FR995631
2020-04-03,Elevation,Surface,0,Rear Upper Body Part,0,2C3CCABG6EH642959
2020-04-20,Elevation,Surface,0,Rear Upper Body Part,0,1J4NF1GB8AD100286
2020-04-21,Elevation,Surface,0,Rear Upper Body Part,0,1N4AB7AP8DN919228
2020-03-27,Elevation,Surface,0,Rear Wheels,0,WBAVM1C58DV344690
2020-03-01,Elevation,Surface,0,Rear Window,0,2HNYD18625H748526
2020-03-01,Elevation,Surface,0,Rear Window,0,JN8AE2KP5C9868415
2020-03-15,Elevation,Surface,0,Rear Window,0,SCBGR3ZA4CC362498
2020-04-20,Elevation,Surface,0,Rear Window,0,4T3BK3BB2FU895465
2020-03-02,Elevation,Surface,0,Side Front Body,0,3C3CFFDR0DT897521
2020-03-16,Elevation,Surface,0,Side Front Body,0,WA1CV94L19D267980
2020-04-08,Elevation,Surface,0,Side Front Body,0,3VWF17AT0FM819263
2020-04-08,Elevation,Surface,0,Side Front Body,0,SCBLF44J39C611953
2020-04-29,Elevation,Surface,0,Side Front Body,0,WBABW53465P759184
2020-03-19,Elevation,Surface,0,Side Grill,0,WAUGGAFR9EA403253
2020-03-22,Elevation,Surface,0,Skirt,0,WBANV13509B577923
2020-03-20,Elevation,Surface,0,Spoiler,0,1N4AL3AP2EC385310
2020-04-27,Elevation,Surface,0,Spoiler,0,3VW1K7AJ0FM533595
2020-04-29,Elevation,Surface,0,Windows,0,1FMCU5K37AK990536
2020-03-10,Elevation,Surface,0,Wing Mirror,0,3GYFNDE32ES571361
2020-04-05,Elevation,Surface,0,Wing Mirror,0,WA1YD64B95N791199
2020-03-03,Elevation,Surface,0,Door Handle,0,WA1DMAFP8FA194757
2020-03-20,Buldge,Surface,0,Bonite,0,JN1AZ4EH2FM519748
2020-04-23,Buldge,Surface,0,Bonite,0,WDDNG7DB8CA457343
2020-03-14,Buldge,Surface,0,Exhaust,0,2G4GR5GX7E9920267
2020-03-07,Buldge,Surface,0,Front Wheel,0,WAUJC58E03A295671
2020-03-11,Buldge,Surface,0,Front Wheel,0,JN8AF5MRXDT475978
2020-03-19,Buldge,Surface,0,Front Wheel,0,5J6TF1H30BL745813
2020-04-21,Buldge,Surface,0,Fuel Cap Cover,0,KNAGM4A73B5342938
2020-04-25,Buldge,Surface,0,Fuel Cap Cover,0,JTEBU4BF1CK853808
2020-03-02,Buldge,Surface,0,Large Body Part,0,JN1AZ4FH9FM196538
2020-04-18,Buldge,Surface,0,Light 1,0,WBABD33495P861993
2020-04-23,Buldge,Surface,0,Light 2,0,JN1CV6FE0DM955158
2020-03-04,Buldge,Surface,0,Rear Bumper,0,1G6DH8E52C0968086
2020-03-17,Buldge,Surface,0,Rear Bumper,0,WAULD64BX4N346949
2020-03-30,Buldge,Surface,0,Rear Bumper,0,WDCYC7DFXFX159362
2020-03-03,Buldge,Surface,0,Rear Light,0,JH4NA21612T359780
2020-04-02,Buldge,Surface,0,Rear Light,0,19VDE1F36EE338617
2020-04-15,Buldge,Surface,0,Rear Lower Body Part,0,JH4CL96894C869981
2020-04-05,Buldge,Surface,0,Rear Upper Body Part,0,3C63DRLL9CG137117
2020-03-31,Buldge,Surface,0,Rear Wheels,0,1C4AJWAG5FL422904
2020-03-22,Buldge,Surface,0,Rear Window,0,4T3BA3BB6FU120265
2020-04-21,Buldge,Surface,0,Rear Window,0,SALFR2BG9EH953605
2020-04-26,Buldge,Surface,0,Rear Window,0,1G4HP54K32U689840
2020-04-01,Buldge,Surface,0,Side Front Body,0,3D7TP2CT4BG281122
2020-04-20,Buldge,Surface,0,Side Grill,0,3LN6L2G90FR906798
2020-03-01,Buldge,Surface,0,Skirt,0,JTHDL5EF6F5796041
2020-03-17,Buldge,Surface,0,Skirt,0,3FA6P0LU4ER044343
2020-03-07,Buldge,Surface,0,Spoiler,0,1GD12ZCG2BF999793
2020-04-17,Buldge,Surface,0,Spoiler,0,WAUJT64B14N844306
2020-04-24,Buldge,Surface,0,Spoiler,0,KMHHT6KD8CU253489
2020-03-12,Buldge,Surface,0,Windows,0,WBANV13508C897459
2020-04-01,Buldge,Surface,0,Windows,0,2C3CDXCT9EH476206
2020-04-16,Buldge,Surface,0,Windows,0,2HNYD18266H904078
2020-04-25,Buldge,Surface,0,Windows,0,1C4RJEAG4FC786082
2020-04-21,Buldge,Surface,0,Windscreen,0,WVWAP7AN4DE430089
2020-04-02,Buldge,Surface,0,Wing Mirror,0,1FTEX1C85AF702500
2020-04-06,Buldge,Surface,0,Wing Mirror,0,JN8AS1MU1BM973034
2020-04-02,Depression,Surface,0,Bonite,0,5J8TB3H35GL073432
2020-03-18,Depression,Surface,0,Door,0,1GD01ZCG1EF621838
2020-03-24,Depression,Surface,0,Door,0,SAJWA1CZ0E8779675
2020-04-25,Depression,Surface,0,Door,0,1J4AA2D13BL267239
2020-03-13,Depression,Surface,0,Exhaust,0,WBAFR7C52CD648000
2020-03-13,Depression,Surface,0,Exhaust,0,1D4RE4GG5BC980283
2020-04-12,Depression,Surface,0,Exhaust,0,WBASN2C58CC616896
2020-04-12,Depression,Surface,0,Exhaust,0,WBA1M1C59FV550697
2020-03-04,Depression,Surface,0,Front Wheel,0,5J6TF1H58DL230479
2020-03-07,Depression,Surface,0,Front Wheel,0,JN8AE2KPXB9275633
2020-03-27,Depression,Surface,0,Front Wheel,0,JHMGE8G37BC032328
2020-03-09,Depression,Surface,0,Fuel Cap Cover,0,SCFFBCCDXBG901585
2020-04-15,Depression,Surface,0,Fuel Cap Cover,0,2G4WE537351493469
2020-04-03,Depression,Surface,0,Large Body Part,0,TRUTC28N221658017
2020-03-04,Depression,Surface,0,Light 1,0,WAUUL98E56A046047
2020-03-24,Depression,Surface,0,Light 1,0,JHMZE2H36DS666100
2020-03-26,Depression,Surface,0,Light 1,0,WAUVC58E93A917430
2020-03-13,Depression,Surface,0,Light 2,0,WP0CB2A80CS431793
2020-03-28,Depression,Surface,0,Light 2,0,3N1AB7AP7FL146302
2020-04-24,Depression,Surface,0,Light 2,0,WAUBFAFLXFN992168
2020-03-16,Depression,Surface,0,Rear Bumper,0,JN8AZ1MU3DW931872
2020-04-11,Depression,Surface,0,Rear Bumper,0,YV4902DZ6D2339185
2020-04-15,Depression,Surface,0,Rear Bumper,0,1G6DJ577590308781
2020-04-16,Depression,Surface,0,Rear Light,0,JN1AZ4EH7AM881163
2020-04-22,Depression,Surface,0,Rear Light,0,1FTEX1CM0BF252463
2020-04-17,Depression,Surface,0,Rear Wheels,0,1G6DH5EYXB0101994
2020-04-25,Depression,Surface,0,Rear Wheels,0,5UXWY3C59F0375260
2020-03-22,Depression,Surface,0,Rear Window,0,WAUSF78E37A301119
2020-03-29,Depression,Surface,0,Rear Window,0,3GYFNDEY6BS062610
2020-04-04,Depression,Surface,0,Rear Window,0,JH4KC1F50FC243936
2020-04-24,Depression,Surface,0,Rear Window,0,1GYUCEEJ3AR765945
2020-03-07,Depression,Surface,0,Side Grill,0,19VDE2E55DE263576
2020-04-14,Depression,Surface,0,Side Grill,0,3VW4A7AT6DM875566
2020-04-29,Depression,Surface,0,Side Grill,0,19VDE2E51DE964762
2020-03-11,Depression,Surface,0,Skirt,0,WAULK78K69N794425
2020-04-15,Depression,Surface,0,Skirt,0,3D7TP2CT1BG361249
2020-03-12,Depression,Surface,0,Spoiler,0,WBA3C3C59EK397536
2020-04-01,Depression,Surface,0,Spoiler,0,WBABN334X3J074905
2020-03-08,Depression,Surface,0,Windows,0,JN1CV6EK9CM429066
2020-03-13,Depression,Surface,0,Windows,0,3D7TP2CT2AG991263
2020-03-14,Depression,Surface,0,Windows,0,KL4CJCSB8FB274595
2020-03-24,Depression,Surface,0,Windows,0,SCBZB25E42C422570
2020-04-20,Depression,Surface,0,Windows,0,1N6AA0CA4CN634454
2020-04-29,Depression,Surface,0,Windows,0,3D4PH5FV4AT765100
2020-03-18,Depression,Surface,0,Windscreen,0,JTHBK1GG2D1324982
2020-03-19,Depression,Surface,0,Windscreen,0,JHMZE2H33CS437128
2020-04-02,Depression,Surface,0,Windscreen,0,2G4WB55K421509930
2020-03-09,Depression,Surface,0,Wing Mirror,0,1D4RE3GG8BC386670
2020-03-11,Depression,Surface,0,Wing Mirror,0,TRURD38J581001022
2020-03-20,Depression,Surface,0,Wing Mirror,0,1G6DK5E30C0479118
2020-03-01,Depression,Surface,0,Door Handle,0,1GKS2GEJ5DR478160
2020-03-05,Depression,Surface,0,Door Handle,0,WAUEFBFL2EA413151
2020-03-09,Depression,Surface,0,Door Handle,0,1FAHP3GN7AW455966
2020-04-14,Dent,Surface,0,Bonite,0,4T1BF1FK2DU479487
2020-03-02,Dent,Surface,0,Front Wheel,0,4T1BK3DB7BU280720
2020-03-24,Dent,Surface,0,Front Wheel,0,WAUDF78E17A866946
2020-04-05,Dent,Surface,0,Front Wheel,0,WAUVC58E25A046180
2020-03-05,Dent,Surface,0,Fuel Cap Cover,0,WAULFAFH1CN698928
2020-03-13,Dent,Surface,0,Large Body Part,0,WVGAV3AX8EW684654
2020-03-29,Dent,Surface,0,Large Body Part,0,WAUFFAFL7AN270019
2020-03-31,Dent,Surface,0,Large Body Part,0,WA1EY94L87D170045
2020-03-18,Dent,Surface,0,Light 1,0,2HNYD2H29CH449101
2020-03-17,Dent,Surface,0,Light 2,0,WP0CA2A88DK055008
2020-03-22,Dent,Surface,0,Light 2,0,WBABD53455P626261
2020-04-10,Dent,Surface,0,Light 2,0,JTHBL5EF7F5294825
2020-03-14,Dent,Surface,0,Rear Bumper,0,WBAKB0C52CC549967
2020-03-17,Dent,Surface,0,Rear Bumper,0,5N1AT2ML5FC309297
2020-03-20,Dent,Surface,0,Rear Bumper,0,WBA3V7C5XFP329624
2020-04-17,Dent,Surface,0,Rear Bumper,0,JN8AZ1MU5AW522042
2020-03-23,Dent,Surface,0,Rear Light,0,WAUBF78E57A622949
2020-04-09,Dent,Surface,0,Rear Light,0,5UMBT93517L573232
2020-04-15,Dent,Surface,0,Rear Light,0,WBAHN83507D249702
2020-04-17,Dent,Surface,0,Rear Light,0,KMHFC4DF7AA563190
2020-04-13,Dent,Surface,0,Rear Lower Body Part,0,WAUBH74F67N856566
2020-03-12,Dent,Surface,0,Rear Upper Body Part,0,5J6TF1H37CL587827
2020-03-30,Dent,Surface,0,Rear Upper Body Part,0,4USBT33545L250463
2020-04-11,Dent,Surface,0,Rear Upper Body Part,0,SCBBP9ZA1CC413085
2020-04-18,Dent,Surface,0,Rear Upper Body Part,0,WBSVA93568E564905
2020-04-19,Dent,Surface,0,Rear Upper Body Part,0,1ZVBP8AM7E5218304
2020-04-22,Dent,Surface,0,Rear Upper Body Part,0,2T1KU4EE7DC393984
2020-03-13,Dent,Surface,0,Rear Wheels,0,JM1NC2EF1A0594539
2020-03-08,Dent,Surface,0,Rear Window,0,2HNYD18253H105677
2020-03-11,Dent,Surface,0,Rear Window,0,1G6DZ67A590416697
2020-03-24,Dent,Surface,0,Rear Window,0,19VDE1F72EE781818
2020-03-31,Dent,Surface,0,Rear Window,0,JN8AF5MR1CT094066
2020-03-31,Dent,Surface,0,Rear Window,0,WVWAA7AJ8CW166785
2020-04-08,Dent,Surface,0,Rear Window,0,1GYFC36249R851040
2020-04-15,Dent,Surface,0,Rear Window,0,3N1BC1AP6BL690945
2020-04-02,Dent,Surface,0,Side Grill,0,WAUSGCFC8CN852625
2020-04-11,Dent,Surface,0,Side Grill,0,JH4CU4F48CC589366
2020-04-26,Dent,Surface,0,Skirt,0,1VWAS7A32FC438989
2020-03-24,Dent,Surface,0,Spoiler,0,WAUMGAFL8EA955289
2020-03-03,Dent,Surface,0,Windows,0,1FTEW1CM7DK043685
2020-04-05,Dent,Surface,0,Windows,0,1N6AF0LX9EN087996
2020-04-26,Dent,Surface,0,Windows,0,WBAYE4C55DD938476
2020-03-10,Dent,Surface,0,Windscreen,0,WUAW2AFC5FN845761
2020-03-27,Dent,Surface,0,Windscreen,0,4T1BF3EK5AU885482
2020-03-03,Dent,Surface,0,Wing Mirror,0,4USDU53557L354741
2020-04-29,Dent,Surface,0,Wing Mirror,0,3C63D3CL8CG470471
2020-03-14,Dent,Surface,0,Door Handle,0,JM3ER2A52C0833604
2020-03-09,Scratch,Surface,0,Bonite,0,WAUFFAFL6CN605919
2020-04-02,Scratch,Surface,0,Exhaust,0,5J6TF1H53FL045954
2020-04-18,Scratch,Surface,0,Exhaust,0,SCBCR73W78C792186
2020-04-22,Scratch,Surface,0,Exhaust,0,2LMHJ5AT6CB910549
2020-03-29,Scratch,Surface,0,Front Wheel,0,WA1BV74L48D742861
2020-04-20,Scratch,Surface,0,Front Wheel,0,5TFCM5F12AX615866
2020-03-17,Scratch,Surface,0,Fuel Cap Cover,0,1GYS4EEJXDR852914
2020-04-15,Scratch,Surface,0,Fuel Cap Cover,0,1GYUKBEF4AR597231
2020-04-21,Scratch,Surface,0,Fuel Cap Cover,0,2T1BU4EE5BC973442
2020-04-04,Scratch,Surface,0,Large Body Part,0,1G6KS54Y43U981515
2020-03-03,Scratch,Surface,0,Light 1,0,WAUWMAFC7FN267215
2020-04-09,Scratch,Surface,0,Light 2,0,WBY2Z2C53EV797967
2020-04-17,Scratch,Surface,0,Light 2,0,3VWC17AU7FM565806
2020-03-26,Scratch,Surface,0,Rear Bumper,0,1C3BC8EG9BN389042
2020-04-15,Scratch,Surface,0,Rear Bumper,0,1GYS4LKJ7FR146172
2020-04-18,Scratch,Surface,0,Rear Bumper,0,WA1DMAFP2EA185972
2020-04-21,Scratch,Surface,0,Rear Bumper,0,JHMZF1C65ES381558
2020-04-22,Scratch,Surface,0,Rear Bumper,0,1B3CC5FB8AN550451
2020-04-26,Scratch,Surface,0,Rear Bumper,0,WAUAC48H95K620786
2020-03-03,Scratch,Surface,0,Rear Light,0,WAULD64B24N986234
2020-04-19,Scratch,Surface,0,Rear Light,0,TRUDD38J181702117
2020-04-27,Scratch,Surface,0,Rear Light,0,JHMZE2H32CS218614
2020-03-23,Scratch,Surface,0,Rear Lower Body Part,0,WBAFR7C50CC816643
2020-04-07,Scratch,Surface,0,Rear Lower Body Part,0,2G61R5S30D9023887
2020-04-09,Scratch,Surface,0,Rear Lower Body Part,0,5NPET4AC9AH955820
2020-04-09,Scratch,Surface,0,Rear Lower Body Part,0,WBASN4C59AC778853
2020-04-16,Scratch,Surface,0,Rear Lower Body Part,0,SAJWA0EX0E8256114
2020-04-19,Scratch,Surface,0,Rear Upper Body Part,0,JTDKN3DU5B0253195
2020-03-04,Scratch,Surface,0,Rear Wheels,0,1G6AH5S39E0796615
2020-03-11,Scratch,Surface,0,Rear Wheels,0,WAUDF78E28A812878
2020-04-23,Scratch,Surface,0,Rear Wheels,0,3D73M4HL3BG855027
2020-04-27,Scratch,Surface,0,Rear Wheels,0,3D73M4EL7AG922800
2020-03-04,Scratch,Surface,0,Side Front Body,0,JM3KE2BE3F0493509
2020-03-08,Scratch,Surface,0,Side Front Body,0,1GD12XEG8FF014422
2020-04-25,Scratch,Surface,0,Side Front Body,0,1FTEW1E87AF839079
2020-03-11,Scratch,Surface,0,Side Grill,0,JTHFF2C23F2718459
2020-03-21,Scratch,Surface,0,Side Grill,0,3FA6P0D93DR624093
2020-04-02,Scratch,Surface,0,Side Grill,0,1G4CU541914385971
2020-04-17,Scratch,Surface,0,Side Grill,0,KL4CJDSB9EB506092
2020-04-12,Scratch,Surface,0,Skirt,0,JTEBU4BF1AK401550
2020-04-25,Scratch,Surface,0,Skirt,0,2G4WF551021973809
2020-03-01,Scratch,Surface,0,Spoiler,0,TRUWT28N211905824
2020-03-19,Scratch,Surface,0,Spoiler,0,1VWAH7A38EC520786
2020-03-28,Scratch,Surface,0,Spoiler,0,1G6DA1E39D0425460
2020-04-06,Scratch,Surface,0,Windows,0,4F2CY0C74BK070798
2020-04-13,Scratch,Surface,0,Windows,0,2G4WY55J011008795
2020-03-11,Scratch,Surface,0,Windscreen,0,1D7RB1CP8AS687658
2020-03-20,Scratch,Surface,0,Windscreen,0,JH4CL96995C159229
2020-04-01,Scratch,Surface,0,Windscreen,0,3VWML7AJ2EM823250
2020-04-15,Scratch,Surface,0,Windscreen,0,2FMGK5CC7AB011310
2020-03-29,Scratch,Surface,0,Wing Mirror,0,1G4GD5G35EF111367
2020-03-31,Scratch,Surface,0,Wing Mirror,0,JM1NC2PF0E0509516
2020-03-06,Wrinkle,Surface,0,Bonite,0,1FTSX2B54AE119549
2020-04-16,Wrinkle,Surface,0,Bonite,0,JH4CU2F44CC993933
2020-04-18,Wrinkle,Surface,0,Bonite,0,1FTMF1EW5AK153494
2020-04-24,Wrinkle,Surface,0,Bonite,0,WAUR4AFDXDN868105
2020-03-17,Wrinkle,Surface,0,Door,0,WBAWL13587P368942
2020-03-17,Wrinkle,Surface,0,Exhaust,0,YV1672MK4A2736937
2020-03-22,Wrinkle,Surface,0,Front Wheel,0,1GD22ZCG3DZ845440
2020-04-10,Wrinkle,Surface,0,Front Wheel,0,SCFEDEAN1CG441084
2020-03-31,Wrinkle,Surface,0,Large Body Part,0,WAUKF78E68A283748
2020-04-05,Wrinkle,Surface,0,Large Body Part,0,WAUFGBFC6EN138510
2020-04-01,Wrinkle,Surface,0,Light 1,0,1G6DU6EDXB0321585
2020-04-03,Wrinkle,Surface,0,Light 2,0,JN1AZ4FH0FM904188
2020-04-13,Wrinkle,Surface,0,Light 2,0,JH4KB16638C529231
2020-03-19,Wrinkle,Surface,0,Rear Light,0,19VDE3F77DE381604
2020-04-26,Wrinkle,Surface,0,Rear Light,0,JTHBB1BA2B2610647
2020-04-14,Wrinkle,Surface,0,Rear Lower Body Part,0,JA4AP3AUXBZ916177
2020-04-26,Wrinkle,Surface,0,Rear Lower Body Part,0,1GD02ZCG9CZ249013
2020-04-29,Wrinkle,Surface,0,Rear Lower Body Part,0,1D7RV1CT3BS931304
2020-03-12,Wrinkle,Surface,0,Rear Upper Body Part,0,1G6AD5S30E0267064
2020-03-13,Wrinkle,Surface,0,Rear Upper Body Part,0,1N4AA5AP9AC696132
2020-04-18,Wrinkle,Surface,0,Rear Upper Body Part,0,5XYKT3A13CG441807
2020-04-08,Wrinkle,Surface,0,Rear Wheels,0,3D7JB1EP2AG881720
2020-03-10,Wrinkle,Surface,0,Rear Window,0,1GYFK66898R445035
2020-03-13,Wrinkle,Surface,0,Rear Window,0,SCBBP9ZA2AC440826
2020-03-15,Wrinkle,Surface,0,Side Front Body,0,WP1AA2A22DL844795
2020-04-27,Wrinkle,Surface,0,Side Front Body,0,1NXBU4EE0AZ722082
2020-04-01,Wrinkle,Surface,0,Side Grill,0,WP0CB2A84CS486926
2020-04-14,Wrinkle,Surface,0,Side Grill,0,1FTEX1CM4CF567008
2020-04-20,Wrinkle,Surface,0,Side Grill,0,WAUPFAFM3CA395493
2020-04-19,Wrinkle,Surface,0,Skirt,0,WAUEFAFL7FA270516
2020-04-29,Wrinkle,Surface,0,Skirt,0,1N6AA0EK3FN159583
2020-03-14,Wrinkle,Surface,0,Spoiler,0,WAUBVAFA5AN668717
2020-04-20,Wrinkle,Surface,0,Windscreen,0,JTDKDTB35E1130721
2020-04-01,Wrinkle,Surface,0,Wing Mirror,0,WBABN53411J386815
2020-04-21,Wrinkle,Surface,0,Wing Mirror,0,19UUA66238A942805
2020-03-07,Wrinkle,Surface,0,Door Handle,0,SCFAB01A86G036977
2020-03-17,Wrinkle,Surface,0,Door Handle,0,2C3CDZAT3FH474662
2020-04-14,Elevation,Surface,0,Bonite,0,1FTMF1CW0AF766215
2020-04-03,Elevation,Surface,0,Door,0,WBY2Z2C59EV144625
2020-04-22,Elevation,Surface,0,Door,0,1G4GE5GV4AF506228
2020-03-25,Elevation,Surface,0,Exhaust,0,3D73Y4EL5AG454277
2020-03-28,Elevation,Surface,0,Fuel Cap Cover,0,WAUEG78EX6A270833
2020-03-26,Elevation,Surface,0,Large Body Part,0,3VW1K7AJ4DM003370
2020-04-29,Elevation,Surface,0,Large Body Part,0,WBAVB73508F186998
2020-03-10,Elevation,Surface,0,Light 1,0,WAUVVAFR4AA230801
2020-04-27,Elevation,Surface,0,Light 1,0,JM1BL1L39C1742262
2020-03-24,Elevation,Surface,0,Light 2,0,1GTN1TEH2FZ822113
2020-03-30,Elevation,Surface,0,Light 2,0,W04GT5GC6B1584219
2020-04-22,Elevation,Surface,0,Light 2,0,WD3PE7DC4F5270948
2020-03-04,Elevation,Surface,0,Rear Bumper,0,WBAKP9C52ED738833
2020-04-02,Elevation,Surface,0,Rear Bumper,0,WAUSF98K39N944213
2020-04-02,Elevation,Surface,0,Rear Light,0,JTEBU5JR0B5730113
2020-04-08,Elevation,Surface,0,Rear Light,0,WBA3N7C50EK660434
2020-03-10,Elevation,Surface,0,Rear Lower Body Part,0,WAUKF78P39A875918
2020-04-05,Elevation,Surface,0,Rear Lower Body Part,0,4USBU53596L320162
2020-04-05,Elevation,Surface,0,Rear Upper Body Part,0,5UXWX7C50EL718593
2020-03-19,Elevation,Surface,0,Rear Wheels,0,5N1AA0NC5CN921363
2020-03-22,Elevation,Surface,0,Rear Wheels,0,WBAUU3C55AA913442
2020-04-14,Elevation,Surface,0,Rear Wheels,0,1FBNE3BL6AD903085
2020-03-01,Elevation,Surface,0,Rear Window,0,1VWAH7A37DC428972
2020-03-26,Elevation,Surface,0,Rear Window,0,1C3BCBEB1DN078399
2020-04-10,Elevation,Surface,0,Side Front Body,0,WBA3B3C54DF212917
2020-04-14,Elevation,Surface,0,Side Front Body,0,1N6AA0CCXDN494378
2020-04-14,Elevation,Surface,0,Side Front Body,0,WDDNG9FB6CA310477
2020-03-21,Elevation,Surface,0,Side Grill,0,2G4GV5GVXD9203340
2020-04-05,Elevation,Surface,0,Side Grill,0,KNAGG4A87A5143051
2020-04-26,Elevation,Surface,0,Skirt,0,1GTN1TEX8CZ578034
2020-03-04,Elevation,Surface,0,Spoiler,0,3N1CN7APXEK386710
2020-04-05,Elevation,Surface,0,Spoiler,0,5XYKT3A69EG486703
2020-03-01,Elevation,Surface,0,Windows,0,WAUGL78E26A900221
2020-03-03,Elevation,Surface,0,Windows,0,WAUDG98E16A557081
2020-03-04,Elevation,Surface,0,Windows,0,1D7RV1CT6BS035367
2020-03-09,Elevation,Surface,0,Windows,0,VNKJTUD37FA749136
2020-04-21,Elevation,Surface,0,Windows,0,WAUFGBFC9EN546922
2020-03-03,Elevation,Surface,0,Windscreen,0,JTDJTUD3XED461424
2020-04-03,Elevation,Surface,0,Windscreen,0,1VWAS7A30FC602675
2020-03-23,Elevation,Surface,0,Wing Mirror,0,WAUSH94F07N599206
2020-04-27,Elevation,Surface,0,Wing Mirror,0,YV1902AH3E1844276
2020-04-05,Elevation,Surface,0,Door Handle,0,1GD022CG2CZ674113
2020-04-24,Elevation,Surface,0,Door Handle,0,5J6TF1H38AL801527
2020-04-29,Elevation,Surface,0,Door Handle,0,5J6TF2H51EL632917
2020-04-16,Buldge,Surface,0,Bonite,0,JHMZE2H36DS146088
2020-03-06,Buldge,Surface,0,Door,0,3GYFNDEY6AS133562
2020-03-26,Buldge,Surface,0,Door,0,WBALX3C50CD146412
2020-04-27,Buldge,Surface,0,Door,0,JTDKTUD35DD278273
2020-03-15,Buldge,Surface,0,Exhaust,0,WAUKFBFL2EA408826
2020-03-14,Buldge,Surface,0,Front Wheel,0,5UMCL93492L937482
2020-04-15,Buldge,Surface,0,Front Wheel,0,SCBCR63W55C818659
2020-03-28,Buldge,Surface,0,Large Body Part,0,3C3CFFFH7DT061693
2020-04-04,Buldge,Surface,0,Large Body Part,0,1FTEW1CF6FF880554
2020-04-17,Buldge,Surface,0,Large Body Part,0,1D7RV1CP3BS234525
2020-03-25,Buldge,Surface,0,Light 2,0,JN1CV6AP1AM150399
2020-03-21,Buldge,Surface,0,Rear Bumper,0,WAUVC58E03A516056
2020-04-23,Buldge,Surface,0,Rear Bumper,0,WAUFFAFL6FA143759
2020-04-02,Buldge,Surface,0,Rear Light,0,SALAB2D41CA449265
2020-04-05,Buldge,Surface,0,Rear Light,0,SALFR2BN6AH271239
2020-04-06,Buldge,Surface,0,Rear Light,0,JM3KE2BE6D0607449
2020-04-15,Buldge,Surface,0,Rear Light,0,JN1CV6EK2AM228106
2020-03-15,Buldge,Surface,0,Rear Lower Body Part,0,KMHTC6ADXCU198250
2020-04-25,Buldge,Surface,0,Rear Lower Body Part,0,5N1CR2MN7EC146031
2020-03-06,Buldge,Surface,0,Rear Upper Body Part,0,1GD312CG2BF466202
2020-03-07,Buldge,Surface,0,Rear Wheels,0,SCFAD01E99G915731
2020-04-07,Buldge,Surface,0,Rear Wheels,0,WBA4B1C55FD250034
2020-03-19,Buldge,Surface,0,Rear Window,0,3C63DRGL3CG486994
2020-03-21,Buldge,Surface,0,Rear Window,0,SCFFDCBD1AG884055
2020-04-18,Buldge,Surface,0,Rear Window,0,WBAKX6C52BC022448
2020-03-19,Buldge,Surface,0,Side Front Body,0,WBA1F7C5XFV279680
2020-04-06,Buldge,Surface,0,Side Front Body,0,W04G05GV4B1893553
2020-03-19,Buldge,Surface,0,Side Grill,0,5YMKT6C55F0516803
2020-04-21,Buldge,Surface,0,Side Grill,0,YV1952AS0D1523520
2020-04-20,Buldge,Surface,0,Spoiler,0,JH4DB85991S468766
2020-03-03,Buldge,Surface,0,Windows,0,JN8AZ1MU6CW588408
2020-03-10,Buldge,Surface,0,Windows,0,WBAWB7C52AP186828
2020-03-18,Buldge,Surface,0,Windows,0,1G6AT5S32F0249329
2020-04-20,Buldge,Surface,0,Windows,0,1G4CW54K234463240
2020-03-23,Buldge,Surface,0,Windscreen,0,KMHHU6KJ4FU825052
2020-04-12,Buldge,Surface,0,Windscreen,0,WBAYB6C58DC833831
2020-03-08,Buldge,Surface,0,Wing Mirror,0,JH4CU2F61BC403218
2020-03-11,Buldge,Surface,0,Door Handle,0,1GD311CG7FZ759107
2020-04-19,Depression,Surface,0,Bonite,0,3FADP4AJ3BM423852
2020-04-22,Depression,Surface,0,Bonite,0,1C3BCBGG6CN942824
2020-03-19,Depression,Surface,0,Door,0,WBAPH53519A524838
2020-04-25,Depression,Surface,0,Door,0,SCBZK25E21C636505
2020-03-18,Depression,Surface,0,Exhaust,0,JH4DC53006S533334
2020-03-19,Depression,Surface,0,Front Wheel,0,SCBEC9ZA3FC468537
2020-03-04,Depression,Surface,0,Fuel Cap Cover,0,1G6AJ5SX6E0463392
2020-04-16,Depression,Surface,0,Fuel Cap Cover,0,3VW517AT7FM969575
2020-03-17,Depression,Surface,0,Large Body Part,0,JH4CL95884C842059
2020-03-26,Depression,Surface,0,Large Body Part,0,WAUJGAFC5DN088072
2020-03-29,Depression,Surface,0,Light 1,0,2C3CDYCJ0EH493772
2020-03-05,Depression,Surface,0,Light 2,0,5TDBW5G15BS753946
2020-03-22,Depression,Surface,0,Light 2,0,1GD311CG8FF787449
2020-03-26,Depression,Surface,0,Light 2,0,3D7TP2CT0AG607187
